1	29.647239
2	23.617421
4	23.411819
8	20.495041
16	23.007672
32	23.287207
64	23.899036
128	26.009503
256	26.360753
512	25.825993
1024	25.800532
2048	25.831226
4096	25.791332
8192	25.841046
